3.100000000000000089e+00,6.149979719975315007e+00,3.894652046497965817e-03
3.100500000000000256e+00,6.126689402475683721e+00,8.772838031574871007e-03
3.100999999999999979e+00,6.103272688054766526e+00,1.608645836290305622e-02
3.101500000000000146e+00,6.079730399320148138e+00,2.389531573280571919e-02
3.101999999999999869e+00,6.056063391947128061e+00,3.163521044144024935e-02
3.102500000000000036e+00,6.032272553948806681e+00,3.921324368287789491e-02
3.103000000000000203e+00,6.008358804961853927e+00,4.658580400143236266e-02
3.103499999999999925e+00,5.984323095545719617e+00,5.400865110464370816e-02
3.104000000000000092e+00,5.960166406493780045e+00,6.149883900464826053e-02
3.104500000000000259e+00,5.935889748160055213e+00,6.905965939595182235e-02
3.104999999999999982e+00,5.911494159797861414e+00,7.619660512799791841e-02
3.105500000000000149e+00,5.886980708907132431e+00,8.321405582101489007e-02
3.105999999999999872e+00,5.862350490600450215e+00,9.035001107270683451e-02
3.106500000000000039e+00,5.837604626977359601e+00,9.735905301848377102e-02
3.107000000000000206e+00,5.812744266508876656e+00,1.043751824330715755e-01
3.107499999999999929e+00,5.787770583437851002e+00,1.109502099445603546e-01
3.108000000000000096e+00,5.762684777185897111e+00,1.175396584997658034e-01
3.108500000000000263e+00,5.737488071774994758e+00,1.243640975474996635e-01
3.108999999999999986e+00,5.712181715257781178e+00,1.307264630377847625e-01
3.109500000000000153e+00,5.686766979159735946e+00,1.368150643219761819e-01
3.109999999999999876e+00,5.661245157927490723e+00,1.435480156385253725e-01
3.110500000000000043e+00,5.635617568396037669e+00,1.497070466270763456e-01
3.111000000000000210e+00,5.609885549255412052e+00,1.557034005570744617e-01
3.111499999999999932e+00,5.584050460534107252e+00,1.614648023146400269e-01
3.112000000000000099e+00,5.558113683089152879e+00,1.672198188037206379e-01
3.112500000000000266e+00,5.532076618105207899e+00,1.733831197670779034e-01
3.112999999999999989e+00,5.505940686604280820e+00,1.787907071544330984e-01
3.113500000000000156e+00,5.479707328962414969e+00,1.846085801655215630e-01
3.113999999999999879e+00,5.453378004435184501e+00,1.898865054793015816e-01
3.114500000000000046e+00,5.426954190695332692e+00,1.950428073582058663e-01
3.115000000000000213e+00,5.400437383371015976e+00,2.005535306955509023e-01
3.115499999999999936e+00,5.373829095598487093e+00,2.056462373797424692e-01
3.116000000000000103e+00,5.347130857581581687e+00,2.106620293210050010e-01
3.116500000000000270e+00,5.320344216155660000e+00,2.156754014686587950e-01
3.116999999999999993e+00,5.293470734364952968e+00,2.206044161101735068e-01
3.117500000000000160e+00,5.266511991037896578e+00,2.253697856742533367e-01
3.117999999999999883e+00,5.239469580380223590e+00,2.298742609563368400e-01
3.118500000000000050e+00,5.212345111567514344e+00,2.342783896801775845e-01
3.119000000000000217e+00,5.185140208346346036e+00,2.387452995082114393e-01
3.119499999999999940e+00,5.157856508645981997e+00,2.433017499771998882e-01
3.120000000000000107e+00,5.130495664188535088e+00,2.473245263890566648e-01
3.120500000000000274e+00,5.103059340113880182e+00,2.515941717155436574e-01
3.120999999999999996e+00,5.075549214604619053e+00,2.552629381629123451e-01
3.121500000000000163e+00,5.047966978521710502e+00,2.592161876476445914e-01
3.121999999999999886e+00,5.020314335041127229e+00,2.631165467086686860e-01
3.122500000000000053e+00,4.992592999299877654e+00,2.670365445783207115e-01
3.123000000000000220e+00,4.964804698045672815e+00,2.706599073314535642e-01
3.123499999999999943e+00,4.936951169292889574e+00,2.739780202867776460e-01
3.124000000000000110e+00,4.909034161985634803e+00,2.773226711827248558e-01
3.124500000000000277e+00,4.881055435659153119e+00,2.805568557086924875e-01
3.125000000000000000e+00,4.853016760116109829e+00,2.840177132699014950e-01
